Year,IMDb,Rotten_Tomatoes,Netflix,Hulu,Prime Video,Disney+
0.06837606837606838,0.6705882352941176,0.4444444444444445,0,1,0,0
0.03418803418803419,0.7294117647058823,0.7555555555555555,1,0,0,0
0.008547008547008548,0.7529411764705882,0.35555555555555557,0,1,0,0
0.10256410256410259,0.6705882352941176,0.33333333333333337,0,0,1,0
0.04273504273504274,0.7294117647058823,0.35555555555555557,1,0,0,0
0.1965811965811966,0.7529411764705882,0.3111111111111111,0,0,1,0
0.04273504273504274,0.8470588235294119,0.03333333333333334,0,0,1,0
0.04273504273504274,0.6,0.08888888888888889,0,1,0,0
0.008547008547008548,0.8117647058823529,0.7999999999999999,0,0,1,0
0.0,0.8352941176470587,0.41111111111111115,0,0,0,1
0.13675213675213677,0.8705882352941177,0.6666666666666666,0,1,1,0
0.008547008547008548,0.6941176470588235,0.45555555555555555,1,0,0,0
0.017094017094017096,0.5529411764705883,0.41111111111111115,1,0,0,0
0.09401709401709402,0.8470588235294119,0.5777777777777777,1,0,0,0
0.03418803418803419,0.8470588235294119,0.04444444444444444,0,0,1,0
0.03418803418803419,0.7176470588235294,0.11111111111111112,0,0,1,0
0.05128205128205129,0.8705882352941177,0.8888888888888888,0,0,1,0
0.008547008547008548,0.7176470588235294,0.35555555555555557,0,0,0,1
0.07692307692307693,0.3176470588235294,0.2777777777777778,0,0,1,0
0.04273504273504274,0.7647058823529411,0.03333333333333334,0,0,1,0
0.02564102564102564,0.7294117647058823,0.5333333333333333,0,1,0,0
0.02564102564102564,0.8235294117647058,0.6555555555555556,1,0,0,0
0.008547008547008548,0.6352941176470588,0.2888888888888889,1,0,0,0
0.03418803418803419,0.9647058823529413,0.46666666666666673,0,0,1,0
0.1965811965811966,0.7764705882352941,0.04444444444444444,0,0,1,0
0.03418803418803419,0.6352941176470588,0.7,1,0,0,0
0.017094017094017096,0.6235294117647059,0.26666666666666666,1,0,0,0
0.3162393162393163,0.8705882352941177,0.5555555555555556,0,1,1,0
0.008547008547008548,0.6705882352941176,0.4888888888888889,1,0,0,0
0.10256410256410259,0.7058823529411764,0.22222222222222227,0,0,1,0
0.05982905982905983,0.8235294117647058,0.2555555555555556,0,1,0,0
0.05982905982905983,0.7058823529411764,0.4888888888888889,1,0,0,0
0.4444444444444445,0.8823529411764706,0.5,0,0,1,0
0.05128205128205129,0.8470588235294119,0.7555555555555555,0,0,1,0
0.02564102564102564,0.44705882352941184,0.33333333333333337,0,1,0,0
0.03418803418803419,0.3882352941176471,0.04444444444444444,0,0,1,0
0.11111111111111113,0.7529411764705882,0.6333333333333333,0,1,0,0
0.0,0.6470588235294117,0.5333333333333333,1,0,0,0
0.05982905982905983,0.8235294117647058,0.04444444444444444,0,0,1,0
0.08547008547008547,0.6352941176470588,0.2,0,1,0,0
0.13675213675213677,0.6117647058823529,0.5222222222222221,0,0,0,1
0.13675213675213677,0.6352941176470588,0.34444444444444444,0,1,0,0
0.06837606837606838,0.7411764705882353,0.0,0,0,1,0
0.08547008547008547,0.7058823529411764,0.45555555555555555,0,1,0,0
0.017094017094017096,0.6941176470588235,0.3777777777777778,1,0,1,0
0.06837606837606838,0.6941176470588235,0.3888888888888889,0,1,0,0
0.03418803418803419,0.8470588235294119,0.3777777777777778,0,0,1,0
0.05128205128205129,0.6117647058823529,0.2777777777777778,1,0,0,0
0.02564102564102564,0.6117647058823529,0.5222222222222221,0,1,0,0
0.0,0.8470588235294119,0.6,0,1,0,0
0.02564102564102564,0.8352941176470587,0.5666666666666667,1,0,0,0
0.02564102564102564,0.5647058823529413,0.4333333333333334,1,0,0,0
0.02564102564102564,0.7764705882352941,0.2777777777777778,0,0,1,0
0.008547008547008548,0.6705882352941176,0.5111111111111111,1,0,0,0
0.08547008547008547,0.49411764705882355,0.3777777777777778,0,1,0,0
0.08547008547008547,0.7294117647058823,0.08888888888888889,0,1,0,0
0.02564102564102564,0.8,0.22222222222222227,0,0,0,1
0.07692307692307693,0.8235294117647058,0.4000000000000001,0,1,0,0
0.04273504273504274,0.7529411764705882,0.5333333333333333,0,1,0,0
0.008547008547008548,0.6,0.41111111111111115,1,0,0,0
0.05982905982905983,0.6,0.4888888888888889,0,0,1,0
0.05128205128205129,0.788235294117647,0.6555555555555556,0,1,0,0
0.10256410256410259,0.7647058823529411,0.7,0,1,0,0
0.07692307692307693,0.47058823529411764,0.32222222222222224,0,0,1,0
0.1965811965811966,0.8,0.5222222222222221,0,1,0,0
0.03418803418803419,0.788235294117647,0.04444444444444444,0,0,1,0
0.008547008547008548,0.7529411764705882,0.7444444444444445,1,0,0,0
0.017094017094017096,0.788235294117647,0.4222222222222222,1,0,0,0
0.06837606837606838,0.5411764705882354,0.5444444444444444,1,0,0,0
0.07692307692307693,0.8588235294117648,0.7555555555555555,1,0,0,0
0.05128205128205129,0.6117647058823529,0.15555555555555556,0,0,1,0
0.02564102564102564,0.6,0.5444444444444444,0,0,1,0
0.02564102564102564,0.7176470588235294,0.5,1,0,0,0
0.03418803418803419,0.788235294117647,0.03333333333333334,0,0,1,0
0.05128205128205129,0.5058823529411766,0.5111111111111111,1,0,0,0
0.04273504273504274,0.8588235294117648,0.5222222222222221,1,0,0,0
0.47008547008547014,0.7176470588235294,0.3111111111111111,0,0,1,0
0.02564102564102564,0.9058823529411766,0.5888888888888889,1,0,0,0
0.03418803418803419,0.7411764705882353,0.5,1,0,0,0
0.05128205128205129,0.47058823529411764,0.2,1,0,0,0
0.17948717948717952,0.7647058823529411,0.7111111111111111,0,1,0,0
0.13675213675213677,0.8470588235294119,0.7444444444444445,0,0,1,0
0.07692307692307693,0.5294117647058824,0.35555555555555557,0,1,0,0
0.07692307692307693,0.8235294117647058,0.0,0,0,1,0
0.08547008547008547,0.7529411764705882,0.26666666666666666,0,1,0,0
0.008547008547008548,0.3647058823529412,0.09999999999999999,0,1,0,0
0.17948717948717952,0.6588235294117647,0.03333333333333334,0,1,0,0
0.03418803418803419,0.8588235294117648,0.5888888888888889,1,0,0,0
0.0,0.6352941176470588,0.6222222222222222,0,0,0,1
0.008547008547008548,0.6705882352941176,0.23333333333333334,0,0,1,0
0.10256410256410259,0.8235294117647058,0.30000000000000004,0,0,1,0
0.017094017094017096,0.5764705882352941,0.30000000000000004,1,0,0,0
0.02564102564102564,0.7529411764705882,0.4444444444444445,1,0,0,0
0.7435897435897436,0.8823529411764706,0.5777777777777777,0,1,0,0
0.07692307692307693,0.6,0.13333333333333336,0,1,0,0
0.03418803418803419,0.9176470588235295,0.04444444444444444,0,0,1,0
0.008547008547008548,0.5411764705882354,0.3777777777777778,1,0,0,0
0.04273504273504274,0.8823529411764706,0.8222222222222222,0,1,0,0
0.04273504273504274,0.7294117647058823,0.07777777777777777,0,0,1,0
0.04273504273504274,0.6352941176470588,0.33333333333333337,0,0,1,0
0.13675213675213677,0.7058823529411764,0.4888888888888889,0,1,0,0
0.05982905982905983,0.8117647058823529,0.7444444444444445,1,0,1,0
0.06837606837606838,0.49411764705882355,0.35555555555555557,0,0,0,1
0.05982905982905983,0.8,0.7555555555555555,0,0,1,0
0.008547008547008548,0.7176470588235294,0.4333333333333334,0,0,1,0
0.07692307692307693,0.6470588235294117,0.3888888888888889,1,0,0,0
0.017094017094017096,0.6117647058823529,0.4444444444444445,1,0,0,0
0.017094017094017096,0.6470588235294117,0.46666666666666673,1,0,0,0
0.04273504273504274,0.6117647058823529,0.23333333333333334,1,0,0,0
0.02564102564102564,0.48235294117647065,0.33333333333333337,1,0,0,0
0.15384615384615385,0.8,0.04444444444444444,0,0,1,0
0.05128205128205129,0.7764705882352941,0.07777777777777777,0,0,1,0
0.03418803418803419,0.8235294117647058,0.3888888888888889,1,0,0,0
0.0,0.7647058823529411,0.5444444444444444,1,0,0,0
0.17094017094017097,0.8470588235294119,0.4777777777777778,0,1,0,0
0.04273504273504274,0.8117647058823529,0.45555555555555555,1,0,0,0
0.09401709401709402,0.8117647058823529,0.5,0,1,0,0
0.09401709401709402,0.5411764705882354,0.3777777777777778,0,0,1,0
0.008547008547008548,0.7294117647058823,0.4888888888888889,0,0,0,1
0.017094017094017096,0.6235294117647059,0.5444444444444444,1,0,0,0
0.05982905982905983,0.5176470588235295,0.03333333333333334,0,0,1,0
0.03418803418803419,0.7411764705882353,0.6444444444444444,0,1,0,0
0.2820512820512821,0.8823529411764706,0.6,0,0,1,0
0.017094017094017096,0.6117647058823529,0.5,1,0,0,0
0.13675213675213677,0.8470588235294119,0.8555555555555555,0,1,1,0
0.03418803418803419,0.7411764705882353,0.2777777777777778,1,0,0,0
0.03418803418803419,0.6470588235294117,0.21111111111111114,0,0,1,0
0.02564102564102564,0.47058823529411764,0.4444444444444445,0,1,0,0
0.10256410256410259,0.8823529411764706,0.5777777777777777,0,1,0,0
0.03418803418803419,0.7764705882352941,0.03333333333333334,0,0,1,0
0.09401709401709402,0.6,0.0,0,0,1,0
0.08547008547008547,0.6588235294117647,0.32222222222222224,1,0,0,0
0.008547008547008548,0.7411764705882353,0.6333333333333333,1,0,1,0
0.008547008547008548,0.7294117647058823,0.6888888888888889,1,0,0,0
0.008547008547008548,0.48235294117647065,0.30000000000000004,0,0,1,0
0.02564102564102564,0.8705882352941177,0.4000000000000001,1,0,0,0
0.03418803418803419,0.8,0.21111111111111114,0,0,1,0
0.09401709401709402,0.7764705882352941,0.35555555555555557,0,0,1,0
0.08547008547008547,0.8588235294117648,0.4333333333333334,0,0,1,0
0.05128205128205129,0.8823529411764706,0.2888888888888889,0,0,0,1
0.02564102564102564,0.8352941176470587,0.4777777777777778,1,0,0,0
0.02564102564102564,0.7529411764705882,0.34444444444444444,1,0,0,0
0.03418803418803419,0.8352941176470587,0.7444444444444445,1,0,0,0
0.05128205128205129,0.7647058823529411,0.611111111111111,0,1,0,0
0.0,0.5764705882352941,0.5555555555555556,0,0,0,1
0.04273504273504274,0.7411764705882353,0.6888888888888889,1,0,0,0
0.20512820512820515,0.6705882352941176,0.6444444444444444,0,1,0,0
0.03418803418803419,0.6235294117647059,0.08888888888888889,0,0,1,0
0.05982905982905983,0.788235294117647,0.6444444444444444,0,1,0,0
0.03418803418803419,0.6705882352941176,0.7888888888888889,1,1,0,0
0.04273504273504274,0.7647058823529411,0.5,1,0,0,0
0.10256410256410259,0.5529411764705883,0.24444444444444446,0,0,1,0
0.06837606837606838,0.5058823529411766,0.5444444444444444,0,1,0,0
0.05982905982905983,0.8352941176470587,0.0,0,0,1,0
0.008547008547008548,0.8823529411764706,0.5888888888888889,1,0,0,0
0.09401709401709402,0.6117647058823529,0.2888888888888889,1,0,0,0
0.017094017094017096,0.6117647058823529,0.5555555555555556,0,0,1,0
0.017094017094017096,0.788235294117647,0.3777777777777778,1,1,0,0
0.17094017094017097,0.7647058823529411,0.7777777777777778,0,0,1,0
0.02564102564102564,0.8235294117647058,0.08888888888888889,1,0,0,0
0.04273504273504274,0.8117647058823529,0.35555555555555557,1,0,0,0
0.008547008547008548,0.6235294117647059,0.32222222222222224,1,0,0,0
0.02564102564102564,0.8588235294117648,0.0,0,0,0,1
0.13675213675213677,0.6352941176470588,0.03333333333333334,0,0,1,0
0.05128205128205129,0.8117647058823529,0.7777777777777778,1,0,0,0
0.008547008547008548,0.6588235294117647,0.46666666666666673,1,0,0,0
0.05982905982905983,0.6588235294117647,0.03333333333333334,0,1,0,0
0.07692307692307693,0.5176470588235295,0.0,0,1,0,0
0.017094017094017096,0.6941176470588235,0.3888888888888889,0,1,0,0
0.03418803418803419,0.6941176470588235,0.2777777777777778,0,0,0,1
0.04273504273504274,0.7058823529411764,0.5555555555555556,1,0,0,0
0.12820512820512822,0.6,0.2888888888888889,0,0,1,0
0.05128205128205129,0.6588235294117647,0.3777777777777778,1,0,0,0
0.0,0.5529411764705883,0.34444444444444444,1,0,0,0
0.03418803418803419,0.6823529411764706,0.5666666666666667,1,0,0,0
0.0,0.6,0.46666666666666673,0,0,1,0
0.02564102564102564,0.6588235294117647,0.4777777777777778,1,0,0,0
0.4273504273504274,0.7647058823529411,0.5222222222222221,0,1,0,0
0.017094017094017096,0.7764705882352941,0.7444444444444445,0,1,0,0
0.008547008547008548,0.7058823529411764,0.4444444444444445,1,0,0,0
0.0,0.2941176470588235,0.32222222222222224,0,1,0,0
0.04273504273504274,0.7529411764705882,0.0,0,0,1,0
0.17948717948717952,0.9411764705882353,0.46666666666666673,1,0,0,0
0.11965811965811968,0.7294117647058823,0.611111111111111,0,1,0,0
0.07692307692307693,0.7058823529411764,0.34444444444444444,1,0,0,0
0.12820512820512822,0.7764705882352941,0.5222222222222221,0,1,0,0
0.02564102564102564,0.7294117647058823,0.6555555555555556,0,0,1,0
0.008547008547008548,0.7647058823529411,0.7555555555555555,1,0,0,0
0.06837606837606838,0.7176470588235294,0.06666666666666667,0,1,1,0
0.008547008547008548,0.7411764705882353,0.6555555555555556,1,0,0,0
0.017094017094017096,0.788235294117647,0.3888888888888889,1,0,0,0
0.03418803418803419,0.8235294117647058,0.0,0,0,1,0
0.03418803418803419,0.8588235294117648,0.5888888888888889,0,1,0,1
0.04273504273504274,0.8705882352941177,0.32222222222222224,1,0,0,0
0.05982905982905983,0.3882352941176471,0.18888888888888888,0,0,1,0
0.06837606837606838,0.7764705882352941,0.6888888888888889,0,1,0,0
0.03418803418803419,0.6117647058823529,0.22222222222222227,0,0,1,0
0.09401709401709402,0.7294117647058823,0.5111111111111111,1,0,0,0
0.05982905982905983,0.7058823529411764,0.0,0,0,1,0
0.017094017094017096,0.6705882352941176,0.3888888888888889,1,0,0,0
0.017094017094017096,0.8470588235294119,0.5333333333333333,0,0,1,0
0.1965811965811966,0.3411764705882353,0.4333333333333334,0,1,1,0
0.2136752136752137,0.6352941176470588,0.4444444444444445,0,0,0,1
0.0,0.6705882352941176,0.46666666666666673,1,0,0,0
0.09401709401709402,0.7529411764705882,0.2555555555555556,0,0,1,0
0.008547008547008548,0.788235294117647,0.4333333333333334,1,0,0,0
0.10256410256410259,0.7176470588235294,0.611111111111111,1,1,1,0
0.02564102564102564,0.7764705882352941,0.6555555555555556,0,1,0,0
0.05982905982905983,0.43529411764705883,0.3111111111111111,0,0,0,1
0.04273504273504274,0.7529411764705882,0.7,1,0,0,0
0.11111111111111113,0.45882352941176474,0.5,0,1,0,0
0.07692307692307693,0.8588235294117648,0.32222222222222224,0,0,1,0
0.05128205128205129,0.4117647058823529,0.33333333333333337,1,0,0,1
0.05982905982905983,0.8117647058823529,0.7666666666666666,0,0,0,1
0.02564102564102564,0.6941176470588235,0.04444444444444444,0,1,1,0
0.07692307692307693,0.8823529411764706,0.35555555555555557,0,1,1,0
0.22222222222222227,0.7764705882352941,0.5888888888888889,1,0,0,0
0.3076923076923077,0.6117647058823529,0.30000000000000004,0,0,1,0
0.017094017094017096,0.6,0.34444444444444444,1,0,0,0
0.02564102564102564,0.8470588235294119,0.0,0,0,1,0
0.06837606837606838,0.5411764705882354,0.2888888888888889,0,0,1,0
0.06837606837606838,0.6941176470588235,0.2777777777777778,0,0,1,0
0.07692307692307693,0.6941176470588235,0.03333333333333334,0,1,0,0
0.10256410256410259,0.7647058823529411,0.5,0,1,0,0
0.017094017094017096,0.8235294117647058,0.6333333333333333,1,0,1,0
0.017094017094017096,0.8588235294117648,0.09999999999999999,0,1,0,0
0.06837606837606838,0.7411764705882353,0.35555555555555557,0,0,1,0
0.05128205128205129,0.8117647058823529,0.4444444444444445,0,0,0,1
0.05982905982905983,0.8117647058823529,0.7,1,0,0,0
0.03418803418803419,0.8588235294117648,0.0,0,0,1,0
0.04273504273504274,0.5529411764705883,0.2555555555555556,0,0,1,0
0.10256410256410259,0.788235294117647,0.5333333333333333,0,1,0,0
0.02564102564102564,0.8470588235294119,0.5777777777777777,1,0,0,0
0.05982905982905983,0.7529411764705882,0.4000000000000001,0,1,0,0
0.05128205128205129,0.7529411764705882,0.03333333333333334,0,1,0,0
0.04273504273504274,0.7647058823529411,0.5222222222222221,0,1,0,0
0.17094017094017097,0.5294117647058824,0.5111111111111111,0,1,0,0
0.11965811965811968,0.8117647058823529,0.04444444444444444,0,0,1,0
0.11111111111111113,0.7764705882352941,0.6666666666666666,0,1,1,0
0.04273504273504274,0.7764705882352941,0.4222222222222222,1,0,0,0
0.05982905982905983,0.6117647058823529,0.35555555555555557,0,0,1,0
0.12820512820512822,0.8117647058823529,0.611111111111111,0,1,0,0
0.08547008547008547,0.6705882352941176,0.04444444444444444,1,0,0,0
0.264957264957265,0.7176470588235294,0.5666666666666667,0,1,0,0
0.05982905982905983,0.7529411764705882,0.5333333333333333,0,1,0,0
0.05128205128205129,0.6,0.7444444444444445,1,0,0,0
0.04273504273504274,0.7764705882352941,0.06666666666666667,0,0,1,0
0.03418803418803419,0.8352941176470587,0.0,0,0,1,0
0.017094017094017096,0.7411764705882353,0.6333333333333333,0,0,1,0
0.03418803418803419,0.6705882352941176,0.03333333333333334,0,0,1,0
0.03418803418803419,0.7764705882352941,0.03333333333333334,0,1,0,0
0.23931623931623935,0.6352941176470588,0.5888888888888889,1,0,1,0
0.017094017094017096,0.6470588235294117,0.26666666666666666,1,0,0,0
0.08547008547008547,0.7529411764705882,0.2,0,1,0,0
0.05982905982905983,0.8941176470588235,0.7444444444444445,1,1,0,0
0.05128205128205129,0.7176470588235294,0.3777777777777778,1,0,0,0
0.0,0.47058823529411764,0.3666666666666667,1,0,0,0
0.017094017094017096,0.788235294117647,0.41111111111111115,0,0,0,1
0.02564102564102564,0.4,0.3111111111111111,0,1,0,0
0.008547008547008548,0.6,0.35555555555555557,1,0,0,0
0.03418803418803419,0.6588235294117647,0.33333333333333337,0,1,1,0
0.08547008547008547,0.6352941176470588,0.1777777777777778,0,1,0,0
0.12820512820512822,0.8,0.7888888888888889,0,0,1,0
0.03418803418803419,0.3529411764705882,0.33333333333333337,1,0,0,0
0.03418803418803419,0.7058823529411764,0.0,0,0,1,0
0.12820512820512822,0.8235294117647058,0.6,0,0,1,0
0.3076923076923077,0.8,0.6333333333333333,0,1,0,0
0.02564102564102564,0.7647058823529411,0.12222222222222222,0,0,1,0
0.08547008547008547,0.8470588235294119,0.6,1,0,0,0
0.02564102564102564,0.5176470588235295,0.5555555555555556,1,0,0,0
0.04273504273504274,0.7058823529411764,0.3111111111111111,0,1,0,0
0.017094017094017096,0.4117647058823529,0.4777777777777778,1,0,0,0
0.17948717948717952,0.8,0.6555555555555556,1,1,0,0
0.24786324786324787,0.3294117647058823,0.46666666666666673,1,0,1,0
0.06837606837606838,0.8352941176470587,0.6555555555555556,0,1,0,0
0.03418803418803419,0.7294117647058823,0.5777777777777777,0,0,1,0
0.12820512820512822,0.6235294117647059,0.3777777777777778,0,0,1,0
0.017094017094017096,0.7529411764705882,0.5,1,0,0,0
0.06837606837606838,0.6823529411764706,0.5444444444444444,0,1,0,0
0.03418803418803419,0.5411764705882354,0.23333333333333334,0,0,1,0
0.07692307692307693,0.8117647058823529,0.4444444444444445,0,0,1,0
0.04273504273504274,0.5176470588235295,0.33333333333333337,1,0,0,0
0.017094017094017096,0.7058823529411764,0.4444444444444445,1,0,0,0
0.04273504273504274,0.6941176470588235,0.4000000000000001,1,0,0,0
0.08547008547008547,0.3882352941176471,0.3777777777777778,1,0,1,0
0.10256410256410259,0.3411764705882353,0.4333333333333334,0,1,0,0
0.10256410256410259,0.8117647058823529,0.5,0,1,0,0
0.02564102564102564,0.788235294117647,0.4888888888888889,1,0,0,0
0.008547008547008548,0.9647058823529413,0.16666666666666669,1,1,0,0
0.0,0.6470588235294117,0.46666666666666673,0,0,0,1
0.04273504273504274,0.7411764705882353,0.0,0,0,1,0
0.11965811965811968,0.5647058823529413,0.4222222222222222,0,1,0,0
0.0,0.7058823529411764,0.4777777777777778,1,0,0,0
0.008547008547008548,0.5764705882352941,0.5777777777777777,0,1,0,0
0.07692307692307693,0.6470588235294117,0.5,0,0,0,1
0.2136752136752137,0.8705882352941177,0.6666666666666666,0,1,1,0
0.05128205128205129,0.6705882352941176,0.03333333333333334,0,0,1,0
0.0,0.8117647058823529,0.8777777777777778,0,0,0,1
0.008547008547008548,0.7529411764705882,0.5666666666666667,1,0,0,0
0.05128205128205129,0.9058823529411766,0.8111111111111111,1,1,0,0
0.04273504273504274,0.6235294117647059,0.03333333333333334,0,0,1,0
0.04273504273504274,0.7411764705882353,0.03333333333333334,0,0,1,0
0.05128205128205129,0.7529411764705882,0.4444444444444445,1,0,0,0
0.07692307692307693,0.7411764705882353,0.46666666666666673,1,1,0,0
0.017094017094017096,0.7176470588235294,0.35555555555555557,1,0,0,0
0.07692307692307693,0.6117647058823529,0.34444444444444444,1,0,0,0
0.02564102564102564,0.7058823529411764,0.2888888888888889,0,1,0,0
0.04273504273504274,0.6117647058823529,0.4888888888888889,0,0,1,0
0.12820512820512822,0.9294117647058824,0.8222222222222222,1,1,0,0
0.11965811965811968,0.3764705882352941,0.2777777777777778,0,0,1,0
0.017094017094017096,0.4,0.4000000000000001,1,0,0,0
0.02564102564102564,0.7764705882352941,0.4444444444444445,1,0,0,0
0.1965811965811966,0.6823529411764706,0.0,0,0,1,0
0.03418803418803419,0.7764705882352941,0.0,0,0,1,0
0.04273504273504274,0.5411764705882354,0.3666666666666667,1,0,0,0
0.03418803418803419,0.6352941176470588,0.3666666666666667,1,0,0,0
0.07692307692307693,0.7058823529411764,0.5111111111111111,0,1,0,0
